"category_name","category_description_name","category_description_url","category_description_extract1"
"Maiustused, küpsised, näksid","Kompvekid Karakum, KALEV, 175 g","https://www.selver.ee/kompvekid-karakum-kalev-175-g","2,09 €"
"Maiustused, küpsised, näksid","Täisteraküpsis Digestive, KALEV, 200 g","https://www.selver.ee/taisterakupsis-digestive-kalev-200-g","0,89 €"
"Maiustused, küpsised, näksid","Piimašokolaad Daim, DAIM, 28g","https://www.selver.ee/piimashokolaad-daim-singel-daim-28-g","0,45 €"
"Maiustused, küpsised, näksid","Sidrunimaitseline küpsis, KALEV, 163 g","https://www.selver.ee/sidrunimaitseline-kupsis-kalev-163-g","0,65 €"
"Maiustused, küpsised, näksid","Šokolaad, SNICKERS, 50 g","https://www.selver.ee/shokolaad-snickers-50-g","0,59 €"
"Maiustused, küpsised, näksid","Kartulikrõpsud Original, PRINGLES, 165 g","https://www.selver.ee/kartulikropsud-original-pringles-165-g","2,49 €"
"Maiustused, küpsised, näksid","Šokolaad King Size, TUPLA, 85g","https://www.selver.ee/sokolaad-king-size-tupla-85-g","1,29 €"
"Maiustused, küpsised, näksid","Rukki näkileivad küüslaugu, LINKOSUO, 150 g","https://www.selver.ee/rukki-nakileivad-kuuslaugu-linkosuo-150-g","2,29 €"
"Maiustused, küpsised, näksid","Hapukooremaitseline kartulikrõps, LAY'S, 215 g","https://www.selver.ee/hapukooremaitseline-kartulirops-lay-s-215-g","2,19 €"
"Maiustused, küpsised, näksid","Tume šokolaad Bitter 70%, KALEV, 100g","https://www.selver.ee/tume-sokolaad-bitter-70-kalev-100-g","1,49 €"
"Maiustused, küpsised, näksid","Šokolaad, BOUNTY, 57 g","https://www.selver.ee/shokolaad-bounty-57-g","0,85 €"
"Maiustused, küpsised, näksid","Krõpsud jogurti- ja ürdimaitselised Baked, LAY'S, 125 g","https://www.selver.ee/kropsud-jogurti-ja-urdimaitselised-baked-lay-s-125-g","1,79 €"
"Maiustused, küpsised, näksid","Texas Micropopcorn, BALSNACK, 100 g","https://www.selver.ee/texas-micropopcorn-balsnack-100-g","0,65 €"
"Maiustused, küpsised, näksid","Tume šokolaad Vana Tallinn liköörikreemi täidisega, KALEV, 103 g","https://www.selver.ee/tume-sokolaad-vana-tallinn-likoorikreemi-taidisega-kalev-103-g","1,59 €"
"Maiustused, küpsised, näksid","Šokolaad, TWIX, 50 g","https://www.selver.ee/shokolaad-twix-50-g","0,59 €"
"Maiustused, küpsised, näksid","Karamellimaitselised vormiküpsised, SELGA, 180 g","https://www.selver.ee/karamellimaitselised-vormikupsised-selga-180-g","0,69 €"
"Maiustused, küpsised, näksid","Rosinad piimašokolaadis, KALEV, 70 g","https://www.selver.ee/rosinad-piimashokolaadis-kalev-70-g","0,99 €"
"Maiustused, küpsised, näksid","Toffee Kiss-Kiss, KALEV, 150 g","https://www.selver.ee/toffee-kiss-kiss-kalev-150-g","1,09 €"
"Maiustused, küpsised, näksid","Krõpsud soolamaitselised Baked, LAY'S, 125 g","https://www.selver.ee/kropsud-soolamaitselised-baked-lay-s-125-g","1,79 €"
"Maiustused, küpsised, näksid","Seedermänni seemned, KOMMI ASEMEL, 70 g","https://www.selver.ee/seedermanni-seemned-kommi-asemel-70-g-1","3,69 €"
"Maiustused, küpsised, näksid","Premium Kreeka pähkel, GERMUND, 200 g","https://www.selver.ee/premium-kreeka-pahkel-germund-200-g","4,49 €"
"Maiustused, küpsised, näksid","Närimiskumm Sweetmint XXL, ORBIT, 42 g","https://www.selver.ee/narimiskumm-sweetmint-xxl-orbit-42-g","1,59 €"
"Maiustused, küpsised, näksid","Apelsinimaitseline küpsis kardemoniga, KALEV, 163 g","https://www.selver.ee/apelsinimaitseline-kupsis-kardemoniga-kalev-163-g","0,65 €"
"Maiustused, küpsised, näksid","India pähkel, ARIMEX, 200 g","https://www.selver.ee/india-pahkel-arimex-200-g","3,09 €"
"Maiustused, küpsised, näksid","Kirju koer batoonike, KALEV, 200 g","https://www.selver.ee/kirju-koer-batoonike-kalev-200-g","2,09 €"
"Maiustused, küpsised, näksid","Kartulikrõpsud Juustu-sibula, PRINGLES, 165 g","https://www.selver.ee/kartulikropsud-juustu-sibula-pringles-165-g","2,49 €"
"Maiustused, küpsised, näksid","Mesikäpp šokolaadiglasuuris kakaobatoonike, KALEV, 200 g","https://www.selver.ee/mesikapp-sokolaadiglasuuris-kakaobatoonike-kalev-200-g","2,09 €"
"Maiustused, küpsised, näksid","Mandel Premium, GERMUND, 300 g","https://www.selver.ee/mandel-premium-germund-300-g","5,29 €"
"Maiustused, küpsised, näksid","Tatragaletid, DR.NATURE, 110 g","https://www.selver.ee/tatragaletid-dr-nature-110-g","1,29 €"
"Maiustused, küpsised, näksid","Kummikommid Kuldkarud, HARIBO, 100 g","https://www.selver.ee/kummikommid-kuldkarud-haribo-100-g","0,99 €"
"Maiustused, küpsised, näksid","Tume šokolaad metsapähklitega, KALEV, 300 g","https://www.selver.ee/tume-shokolaad-metsapahklitega-kalev-300-g","4,29 €"
"Maiustused, küpsised, näksid","Rosin Jumbo Premium, GERMUND, 300 g","https://www.selver.ee/rosin-jumbo-premium-germund-300-g","1,89 €"
"Maiustused, küpsised, näksid","Pralinee pistaatsiapähkliga, KALEV, 175 g","https://www.selver.ee/pralinee-pistaatsiapahkliga-kalev-175-g","2,09 €"
"Maiustused, küpsised, näksid","Maisileivakesed meresoolaga, RACIO, 115 g","https://www.selver.ee/maisileivakesed-meresoolaga-racio-115-g","1,19 €"
"Maiustused, küpsised, näksid","Šokolaad Kinder Bueno White, FERRERO, 39 g","https://www.selver.ee/shokolaad-kinder-bueno-white-ferrero-39-g","0,89 €"
"Maiustused, küpsised, näksid","Krõbe kaeraküpsis, MARMITON, 150 g","https://www.selver.ee/krobe-kaerakupsis-marmiton-150-g","0,89 €"
"Maiustused, küpsised, näksid","Röstitud soolapähklid, GERMUND, 200 g","https://www.selver.ee/rostitud-soolapahklid-germund-200-g","1,19 €"
"Maiustused, küpsised, näksid","Vahvlikompvek Mesikäpp, KALEV, 150 g","https://www.selver.ee/vahvlikompvek-mesikapp-kalev-150-g","1,89 €"
"Maiustused, küpsised, näksid","Šokolaad Snickers 4 pakk, SNICKERS, 200 g","https://www.selver.ee/shokolaad-snickers-4-pakk-snickers-200-g","1,89 €"
"Maiustused, küpsised, näksid","Päevalilleseemned, ARIMEX, 200 g","https://www.selver.ee/paevalilleseemned-arimex-200-g","0,69 €"
"Maiustused, küpsised, näksid","Närimiskumm Spearmint XXL, ORBIT, 42 g","https://www.selver.ee/narimiskumm-spearmint-xxl-orbit-42-g","1,59 €"
"Maiustused, küpsised, näksid","Vahvlid ahjupiimamaitselised, VIKSTAL, 240 g","https://www.selver.ee/vahvlid-ahjupiimamaitselised-vikstal-240-g","1,19 €"
"Maiustused, küpsised, näksid","Martispanikomp. Finest marzipan, KALEV, 175 g","https://www.selver.ee/martispanikomp-finest-marzipan-kalev-175-g","2,29 €"
"Maiustused, küpsised, näksid","Küpsised Digestive, SIRO, 400 g","https://www.selver.ee/kupsised-digestive-siro-400-g","1,29 €"
"Maiustused, küpsised, näksid","Šokolaad KitKat, NESTLE, 41,5 g","https://www.selver.ee/sokolaad-kitkat-nestle-41-5-g","0,65 €"
"Maiustused, küpsised, näksid","Kummikommid Pico-Balla, HARIBO, 175 g","https://www.selver.ee/kummikommid-pico-balla-haribo-175-g","1,69 €"
"Maiustused, küpsised, näksid","Kartulikrõps Sibulamaitseline, LAY'S, 140 g","https://www.selver.ee/kartulikrops-sibulamaitseline-lay-s-140-g","1,79 €"
"Maiustused, küpsised, näksid","Kartulikrõpsud rosmariiniga, LORENZ, 100 g","https://www.selver.ee/kartulikropsud-rosmariiniga-lorenz-100-g","1,49 €"
"Maiustused, küpsised, näksid","Martsipanibatoon, KALEV, 40 g","https://www.selver.ee/martsipanibatoon-kalev-40-g","0,59 €"
"Maiustused, küpsised, näksid","Halvaa Ali-Baba vanillimaitsel., MARMITON, 100 g","https://www.selver.ee/halvaa-ali-baba-vanillimaitsel-marmiton-100-g","0,79 €"
"Maiustused, küpsised, näksid","Micropopcorn juustumaitseline, MOGYI, 100 g","https://www.selver.ee/micropopcorn-juustumaitseline-mogyi-100-g","0,59 €"
"Maiustused, küpsised, näksid","Piimašokolaad rosina-pähkli, FAZER, 200g","https://www.selver.ee/piimashokolaad-rosina-pahkli-fazer-200-g","1,99 €"
"Maiustused, küpsised, näksid","Tomatimaitselised San Diego kartulilaastud, TAFFEL, 210 g","https://www.selver.ee/tomatimaitselised-san-diego-kartulilaastud-taffel-210-g","1,99 €"
"Maiustused, küpsised, näksid","Kummikommid ""Ussikesed"", TROLLI, 200 g","https://www.selver.ee/kummikommid-ussikesed-trolli-200-g","1,49 €"
"Maiustused, küpsised, näksid","Kompvek Komeet, KALEV, 175 g","https://www.selver.ee/kompvek-komeet-kalev-175-g","1,59 €"
"Maiustused, küpsised, näksid","Rosinaküpsised Tallinn, MARMITON, 350 g","https://www.selver.ee/rosinakupsised-tallinn-marmiton-350-g","1,79 €"
"Maiustused, küpsised, näksid","Piimašokolaad Piret tervete metspähklitega, KALEV, 300 g","https://www.selver.ee/piimasokolaad-piret-tervete-metspahklitega-kalev-300-g","4,29 €"
"Maiustused, küpsised, näksid","Jenkki Spearmint, JENKKI, 30 g","https://www.selver.ee/jenkki-spearmint-jenkki-30-g","0,89 €"
"Maiustused, küpsised, näksid","Tudengieine Extra, GERMUND, 200 g","https://www.selver.ee/tudengieine-extra-germund-200-g","2,59 €"
"Maiustused, küpsised, näksid","Õhuk.täist.rukkist näkileivad, WASA, 275 g","https://www.selver.ee/ohuk-taist-rukkist-nakileivad-wasa-275-g","1,79 €"
"Maiustused, küpsised, näksid","Maiuspala batoon, KALEV, 40 g","https://www.selver.ee/maiuspala-batoon-kalev-40-g","0,59 €"
"Maiustused, küpsised, näksid","Rosin Kuldne, ARIMEX, 200 g","https://www.selver.ee/rosin-kuldne-arimex-200-g","1,29 €"
"Maiustused, küpsised, näksid","Kompvekid, DUMLE, 120 g","https://www.selver.ee/kompvekid-dumle-120-g","1,79 €"
"Maiustused, küpsised, näksid","Närimiskumm Sweet Mint suhkruvaba, ORBIT, 14 g","https://www.selver.ee/narimiskumm-sweet-mint-suhkruvaba-orbit-14-g","0,55 €"
"Maiustused, küpsised, näksid","Läätsekrõpsud hapukoore ja tilliga, EAT REAL, 80 g","https://www.selver.ee/laatsekropsud-hapukoore-ja-tilliga-eat-real-80-g","1,99 €"
"Maiustused, küpsised, näksid","Linnupiimabatoon koore- vanilli, KALEV, 35 g","https://www.selver.ee/linnupiimabatoon-koore-vanilli-kalev-35-g","0,55 €"
"Maiustused, küpsised, näksid","Kuivatatud aprikoos, ARIMEX, 200 g","https://www.selver.ee/kuivatatud-aprikoos-arimex-200-g","2,19 €"
"Maiustused, küpsised, näksid","Näkileib rukkijahust, FINN CRISP, 200 g","https://www.selver.ee/nakileib-rukkijahust-finn-crisp-200-g","1,69 €"
"Maiustused, küpsised, näksid","Marmelaad hapu, MARMITON, 150 g","https://www.selver.ee/marmelaad-hapu-marmiton-150-g","1,09 €"
"Maiustused, küpsised, näksid","Präänik vanilli, VÄIKE VÄÄNIK, 250 g","https://www.selver.ee/praanik-vanilli-vaike-vaanik-250-g","0,69 €"
"Maiustused, küpsised, näksid","Finn Crisp Traditional, FINN CRISP, 200 g","https://www.selver.ee/finn-crisp-traditional-finn-crisp-200-g","1,69 €"
"Maiustused, küpsised, näksid","Närimiskumm Sweetmint, ORBIT, 84 g","https://www.selver.ee/narimiskumm-sweetmint-orbit-84-g","2,19 €"
"Maiustused, küpsised, näksid","Tume šokolaad täidisega Maiuspala, KALEV, 100 g","https://www.selver.ee/tume-sokolaad-taidisega-maiuspala-kalev-100-g","1,59 €"
"Maiustused, küpsised, näksid","Mahlakommid peoloomad, RED BAND, 110 g","https://www.selver.ee/mahlakommid-peoloomad-red-band-110-g","1,09 €"
"Maiustused, küpsised, näksid","Piimašokolaad Oreo, MILKA, 100g","https://www.selver.ee/piimashokolaad-oreo-milka-100g","1,39 €"
"Maiustused, küpsised, näksid","Piimašokolaad vahvliga Mesikäpp, KALEV, 300 g","https://www.selver.ee/piimashokolaad-vahvliga-mesikapp-kalev-300-g","4,29 €"
"Maiustused, küpsised, näksid","Küpsis Domino, Fazer, 350 g","https://www.selver.ee/kupsis-domino-lu-350-g","2,99 €"
"Maiustused, küpsised, näksid","Pralinee india pähkliga, KALEV, 175 g","https://www.selver.ee/pralinee-india-pahkliga-kalev-175-g","2,09 €"
"Maiustused, küpsised, näksid","Rõngik Tavaline, VIKSTAL, 150 g","https://www.selver.ee/rongik-tavaline-vikstal-150-g","0,69 €"
"Maiustused, küpsised, näksid","Kummikommid Hearts, TUTTI FRUTTI, 15 g","https://www.selver.ee/tutti-frutti-hearts-tutti-frutti-15-g","0,29 €"
"Maiustused, küpsised, näksid","Tume šokolaad Leiger tervete mandlitega, KALEV, 300 g","https://www.selver.ee/leiger-tume-sokolaad-tervete-mandlitega-kalev-300-g","4,29 €"
"Maiustused, küpsised, näksid","Piraat hapukoore ja küüslauguga, BALSNACK, 150 g","https://www.selver.ee/piraat-hapukoore-ja-kuuslauguga-balsnack-150-g","1,49 €"
"Maiustused, küpsised, näksid","Küpsised vanillimaitselised 4-pakk, OREO, 176 g","https://www.selver.ee/kupsised-vanillimaitselised-4-pakk-oreo-176-g","1,79 €"
"Maiustused, küpsised, näksid","Tume šokolaad Tuljak täidisega, KALEV, 105 g","https://www.selver.ee/tume-sokolaad-tuljak-taidisega-kalev-105-g","1,59 €"
"Maiustused, küpsised, näksid","Dipikaste küüslauguga, TAFFEL, 14 g","https://www.selver.ee/dipikaste-kuuslauguga-taffel-14-g","0,69 €"
"Maiustused, küpsised, näksid","Kaneeliküpsised, SELVERI KÖÖK, 200 g","https://www.selver.ee/kaneelikupsised-selveri-kook-200-g","1,79 €"
"Maiustused, küpsised, näksid","Kakaomaitselise täidisega küpsis, KALEV, 210 g","https://www.selver.ee/kupsis-kakaomaits-taidisega-kalev-210-g","1,99 €"
"Maiustused, küpsised, näksid","Vahvel kooli vanilliga, MARMITON, 110 g","https://www.selver.ee/vahvel-kooli-vanilliga-marmiton-110-g","0,65 €"
"Maiustused, küpsised, näksid","Piimašokolaad Domino küpsisetükkidega, FAZER, 195 g","https://www.selver.ee/piimasokolaad-domino-kupsisetukkidega-fazer-195-g","2,89 €"
"Maiustused, küpsised, näksid","Twix 4-pakk, TWIX, 200 g","https://www.selver.ee/twix-4-pakk-twix-200-g","1,89 €"
"Maiustused, küpsised, näksid","Leivakrõpsud juustu- küüslaugu, BON CHANCE, 120 g","https://www.selver.ee/leivakropsud-juustu-kuuslaugu-bon-chance-120-g","1,09 €"
"Maiustused, küpsised, näksid","Rõngik mooni, VIKSTAL, 150 g","https://www.selver.ee/rongik-mooni-vikstal-150-g","0,79 €"
"Maiustused, küpsised, näksid","Bitter 70% eriti tume šokolaad, KALEV, 200 g","https://www.selver.ee/bitter-70-eriti-tume-sokolaad-kalev-200-g","2,79 €"
"Maiustused, küpsised, näksid","Küpsis Domino, FAZER, 175 g","https://www.selver.ee/kupsis-domino-lu-175-g","1,79 €"
"Maiustused, küpsised, näksid","Marmel.kompvek apelsinimaits., KALEV, 175 g","https://www.selver.ee/marmel-kompvek-apelsinimaits-kalev-175-g","1,69 €"
"Maiustused, küpsised, näksid","Kartulikrõps sibula- ja juustumaitseline, ESTRELLA, 180 g","https://www.selver.ee/kartulikrops-sibula-ja-juustumaitseline-estrella-180-g","2,29 €"
"Maiustused, küpsised, näksid","Šokolaad Anneke, KALEV, 300 g","https://www.selver.ee/shokolaad-anneke-kalev-300-g","4,29 €"
"Maiustused, küpsised, näksid","Kartulisnack soolaga, LORENZ, 100 g","https://www.selver.ee/kartulisnack-soolaga-lorenz-100-g","1,19 €"
"Maiustused, küpsised, näksid","Valge šokolaad õhitud riisi ja mustikaga, KALEV, 95 g","https://www.selver.ee/valge-shok-ohitud-riisi-mustika-kalev-95-g","1,59 €"
"Maiustused, küpsised, näksid","Šokolaadimaitselised vahvlid, SELGA, 180 g","https://www.selver.ee/shokolaadimaitselised-vahvlid-selga-180-g","0,89 €"
"Maiustused, küpsised, näksid","Küpsised täistera, SELGA, 180 g","https://www.selver.ee/kupsised-taistera-selga-180-g","0,69 €"
"Maiustused, küpsised, näksid","Hummusekrõpsud tomati ja basiiliku, EAT REAL, 80 g","https://www.selver.ee/hummusekropsud-tomati-ja-basiiliku-eat-real-80-g","1,99 €"
"Maiustused, küpsised, näksid","Kummikommid Original, TUTTI FRUTTI, 350 g","https://www.selver.ee/kummikommid-original-tutti-frutti-350-g","2,99 €"
"Maiustused, küpsised, näksid","Kartulivahvel hapukoore ja tilliga, VAHVEL, 90 g","https://www.selver.ee/kartulivahvel-hapukoore-ja-tilliga-vahvel-90-g","0,89 €"
"Maiustused, küpsised, näksid","Kummikommid Mahlakarud, HARIBO, 175 g","https://www.selver.ee/kummikommid-mahlakarud-haribo-175-g","1,69 €"
"Maiustused, küpsised, näksid","Soolakreekerid, TUC, 100 g","https://www.selver.ee/soolakreekerid-tuc-100-g","1,09 €"
"Maiustused, küpsised, näksid","Riisivahvlid naturaalsed õhukesed, KUPIEC, 90 g","https://www.selver.ee/riisivahvlid-naturaalsed-ohukesed-kupiec-90-g","0,89 €"
"Maiustused, küpsised, näksid","Kuivatatud mango, SEEBERGER, 100 g","https://www.selver.ee/kuivatatud-mango-seeberger-100-g","4,49 €"
"Maiustused, küpsised, näksid","Rosinaküpsised Tallinn, MARMITON, 180 g","https://www.selver.ee/rosinakupsised-tallinn-marmiton-180-g","0,99 €"
"Maiustused, küpsised, näksid","Üllatusmuna Paw Control, ZAINI, 20 g","https://www.selver.ee/ullatusmuna-paw-control-zaini-20-g","0,89 €"
"Maiustused, küpsised, näksid","Kaeraküpsis, VÄIKE VÄÄNIK, 500 g","https://www.selver.ee/kaerakupsis-vaike-vaanik-500-g","1,49 €"
"Maiustused, küpsised, näksid","Piimatäidisega piimašokolaad Anneke, KALEV, 99 g","https://www.selver.ee/piimataidisega-piimasokolaad-anneke-kalev-99-g-1","1,59 €"
"Maiustused, küpsised, näksid","Kompvekid Oravake, KALEV, 175 g","https://www.selver.ee/kompvekid-oravake-kalev-175-g","2,09 €"
"Maiustused, küpsised, näksid","Kõrvitsaseemned kooritud, PÄHKLINÄPP, 250 g","https://www.selver.ee/korvitsaseemned-kooritud-pahklinapp-250-g","2,49 €"
"Maiustused, küpsised, näksid","Präänik šokolaadiga, VÄIKE VÄÄNIK, 250 g","https://www.selver.ee/praanik-sokolaadiga-vaike-vaanik-250-g","0,69 €"
"Maiustused, küpsised, näksid","Marmelaadikompvek Mari, KALEV, 175 g","https://www.selver.ee/marmelaadikompvek-mari-kalev-175-g","1,19 €"
"Maiustused, küpsised, näksid","Maiuspala kommikarp, KALEV, 200 g","https://www.selver.ee/maiuspala-kommikarp-kalev-200-g","5,19 €"
"Maiustused, küpsised, näksid","Pistaatsiapähkel, GERMUND, 200 g","https://www.selver.ee/pistaatsiapahkel-germund-200-g","4,39 €"
"Maiustused, küpsised, näksid","Soolatud maapähkel, PCD, 200 g","https://www.selver.ee/soolatud-maapahkel-pcd-200-g","1,09 €"
"Maiustused, küpsised, näksid","Pistaatsiapähkel meresoolaga, PÄHKLINÄPP, 200 g","https://www.selver.ee/pistaatsiapahkel-meresoolaga-pahklinapp-200-g","3,99 €"
"Maiustused, küpsised, näksid","Šokolaadimedal, KALEV, 15 g","https://www.selver.ee/sokolaadimedal-kalev-15-g","0,29 €"
"Maiustused, küpsised, näksid","Trühvel klassikaline, KALEV, 160g","https://www.selver.ee/truhvel-klassikaline-kalev-160-g","5,29 €"
"Maiustused, küpsised, näksid","India pähkel, PÄHKLINÄPP, 250 g","https://www.selver.ee/india-pahkel-250-g-pahklinapp","4,79 €"
"Maiustused, küpsised, näksid","Maisipallid juustumaitselised Nacho, TAFFEL, 190 g","https://www.selver.ee/maisipallid-juustumaitselised-nacho-taffel-190-g","2,19 €"
"Maiustused, küpsised, näksid","Pulgakomm XXL Trio, CHUPA CHUPS, 29 g","https://www.selver.ee/pulgakomm-xxl-trio-chupa-chups-29-g","0,49 €"
"Maiustused, küpsised, näksid","Tume šokolaad kirsitükkidega, KALEV, 100 g","https://www.selver.ee/tume-shokolaad-kirsitukkidega-kalev-100-g","1,59 €"
"Maiustused, küpsised, näksid","Dattel kivita, PÄHKLINÄPP, 250 g","https://www.selver.ee/dattel-kivita-250-g-pahklinapp","1,09 €"
"Maiustused, küpsised, näksid","Juustumaitseline kartulirõps, LAY'S, 215 g","https://www.selver.ee/juustumaitseline-kartulirops-lay-s-215-g","2,19 €"
"Maiustused, küpsised, näksid","Vanaema präänikud, VÄIKE VÄÄNIK, 250 g","https://www.selver.ee/vanaema-praanikud-vaike-vaanik-250-g","0,79 €"
"Maiustused, küpsised, näksid","Valge röstitud mandel, PREMIUM, 300 g","https://www.selver.ee/valge-rostitud-mandel-premium-300-g","5,99 €"
"Maiustused, küpsised, näksid","Quinoa krõpsud päikesekuivatatud tomati ja röstitud küüslaug, EAT REAL, 80 g","https://www.selver.ee/quinoa-kropsud-paikesekuivatatud-tomati-ja-rostitud-kuuslaug-eat-real-80-g","1,99 €"
"Maiustused, küpsised, näksid","Šokolaad Kinder T4, FERRERO, 50g","https://www.selver.ee/shokolaad-kinder-ferrero-50-g","0,89 €"
"Maiustused, küpsised, näksid","Täispiimašokolaad Nurr, KALEV, 100 g","https://www.selver.ee/taispiimashokolaad-nurr-kalev-100-g","1,09 €"
"Maiustused, küpsised, näksid","Küpsised Sensation šokolaaditäidisega, MILKA, 156 g","https://www.selver.ee/kupsised-sensation-sokolaaditaidisega-milka-156-g","2,19 €"
"Maiustused, küpsised, näksid","Kamašokolaad, KALEV, 100 g","https://www.selver.ee/kamashokolaad-kalev-100-g","0,99 €"
"Maiustused, küpsised, näksid","Rosinaküpsis, KALEV, 163 g","https://www.selver.ee/rosinakupsis-kalev-163-g","0,65 €"
"Maiustused, küpsised, näksid","Kommikarp Raffaello T15, FERRERO, 150g","https://www.selver.ee/kompvekid-raffaello-t15-ferrero-150-g","3,49 €"
"Maiustused, küpsised, näksid","Marmelaad marja, CAUTES, 200 g","https://www.selver.ee/marmelaad-marja-cautes-200-g","1,29 €"
"Maiustused, küpsised, näksid","Päevalilleseemned kooritud, SELVER, 400 g","https://www.selver.ee/paevalilleseemned-kooritud-selver-400-g","0,99 €"
"Maiustused, küpsised, näksid","Vana Tallinn Cream šokolaad, KALEV, 104 g","https://www.selver.ee/vana-tallinn-cream-sokolaad-kalev-104-g","1,59 €"
"Maiustused, küpsised, näksid","Barni šokolaadi biskviitküpsis, LU, 30 g","https://www.selver.ee/barni-shokolaadi-biskviitkupsis-lu-30-g","0,39 €"
"Maiustused, küpsised, näksid","Šokolaad Bounty 4-pakk, BOUNTY, 228 g","https://www.selver.ee/sokolaad-bounty-4-pakk-bounty-228-g","1,89 €"
"Maiustused, küpsised, näksid","Šokolaad Kinder Country, FERRERO, 24 g","https://www.selver.ee/shokolaad-kinder-country-ferrero-24-g","0,45 €"
"Maiustused, küpsised, näksid","Salsamaitselised röstitud maapähklid , TAFFEL, 150 g","https://www.selver.ee/rostitud-maapahkel-salsamaits-taffel-150-g","1,79 €"
"Maiustused, küpsised, näksid","Kartulikrõps suitsupeekonimaitseline, ESTRELLA, 180 g","https://www.selver.ee/kartulikrops-suitsupeekonimaitseline-estrella-180-g","2,29 €"
"Maiustused, küpsised, näksid","Piparmündi präänik, VÄIKE VÄÄNIK, 250 g","https://www.selver.ee/piparmundi-praanik-vaike-vaanik-250-g","0,69 €"
"Maiustused, küpsised, näksid","Piimašokolaad Mesikäpp, KALEV, 100 g","https://www.selver.ee/piimashokolaad-mesikapp-kalev-100-g","1,49 €"
"Maiustused, küpsised, näksid","Kartulikrõps soolaga, ESTRELLA, 130 g","https://www.selver.ee/kartulikrops-soolaga-estrella-130-g","1,79 €"
"Maiustused, küpsised, näksid","Kommikarp Geisha, FAZER, 270 g","https://www.selver.ee/kommikarp-geisha-fazer-270-g","5,29 €"
"Maiustused, küpsised, näksid","Karamell Vähid, ROSHEN, 126 g","https://www.selver.ee/karamell-vahid-roshen-126-g","0,69 €"
"Maiustused, küpsised, näksid","Šokolaadipastillid pähkli, M&M'S, 90 g","https://www.selver.ee/sokolaadipastillid-pahkli-m-m-s-90-g","1,39 €"
"Maiustused, küpsised, näksid","Šokolaadivahvel, SUFFELI, 21 g","https://www.selver.ee/shokolaadivahvel-suffeli-21-g","0,33 €"
"Maiustused, küpsised, näksid","Šokolaad Kalevipoeg, KALEV, 300 g","https://www.selver.ee/shokolaad-kalevipoeg-kalev-300-g","4,29 €"
"Maiustused, küpsised, näksid","Šokolaad Chips Ahoy!, MILKA, 100g","https://www.selver.ee/sokolaad-chips-ahoy-milka-100-g","1,39 €"
"Maiustused, küpsised, näksid","Kreekerid peekoniga, TUC, 100 g","https://www.selver.ee/kreekerid-peekoniga-tuc-100-g","1,09 €"
"Maiustused, küpsised, näksid","Dipikaste sibulaga, TAFFEL, 15 g","https://www.selver.ee/dipikaste-sibulaga-taffel-15-g","0,69 €"
"Maiustused, küpsised, näksid","Kuivatatud ploomid kivideta, SEEBERGER, 200 g","https://www.selver.ee/kuivatatud-ploomid-kivideta-seeberger-200-g","4,39 €"
"Maiustused, küpsised, näksid","Šokolaad, MARS, 51 g","https://www.selver.ee/sokolaad-mars-51-g","0,65 €"
"Maiustused, küpsised, näksid","Seemnesegu, TAKE1 REGULAR, 100 G","https://www.selver.ee/seemnesegu-take1-regular-100-g","1,19 €"
"Maiustused, küpsised, näksid","Küpsised hapuk. ja sibulaga, TUC, 100 g","https://www.selver.ee/kupsised-hapuk-ja-sibulaga-tuc-100-g","1,09 €"
"Maiustused, küpsised, näksid","Kivideta datlid, SEEBERGER, 200 g","https://www.selver.ee/kivideta-datlid-seeberger-200-g","2,99 €"
"Maiustused, küpsised, näksid","Mesikäpp kommisegu, KALEV, 500 g","https://www.selver.ee/mesikapp-kommisegu-kalev-500-g","3,39 €"
"Maiustused, küpsised, näksid","Kookosehelbed, GERMUND, 100 g","https://www.selver.ee/kookosehelbed-germund-100-g","0,69 €"
"Maiustused, küpsised, näksid","Must Näkileib küüslaugu ja peterselliga, FAZER, 150 g","https://www.selver.ee/must-nakileib-kuuslaugu-ja-peterselliga-fazer-150-g","1,59 €"
"Maiustused, küpsised, näksid","Seakamara krõps Ossi, BALSNACK, 40 g","https://www.selver.ee/seakamara-krops-ossi-balsnack-20-g","0,99 €"
"Maiustused, küpsised, näksid","Vahukommid grillimiseks, VAN DAMME, 300 g","https://www.selver.ee/vahukommid-grillimiseks-van-damme-300-g","2,39 €"
"Maiustused, küpsised, näksid","Kuivatatud dattel, ARIMEX, 150 g","https://www.selver.ee/kuivatatud-dattel-arimex-150-g","0,79 €"
"Maiustused, küpsised, näksid","Küpsised vaarika täidisega, MILKA, 147 g","https://www.selver.ee/kupsised-vaarika-taidisega-milka-147-g","1,49 €"
"Maiustused, küpsised, näksid","Martsipanibatoon Vana Tallinn, KALEV, 40 g","https://www.selver.ee/martsipanibatoon-vana-tallinn-kalev-40-g","0,59 €"
"Maiustused, küpsised, näksid","Närimiskumm maasika-banaanimaitseline, ORBIT, 14 g","https://www.selver.ee/narimiskumm-maasika-baanimaitseline-orbit-14-g","0,55 €"
"Maiustused, küpsised, näksid","Ploomid, SUNSWEET, 200 g","https://www.selver.ee/ploomid-sunsweet-200-g","2,49 €"
"Maiustused, küpsised, näksid","Kartulivahvel juustu- ja sibulamaitseline, 90g, VAHVEL","https://www.selver.ee/kartulivahvel-juustu-ja-sibulamaitseline-90g-vahvel","0,89 €"
