"selection1_name,""selection1_selection2_product"",""selection1_selection2_url"",""selection1_selection2_selection4""";
"Puuviljad,""Kiivi karbis 500g"",""https://www.prismamarket.ee/entry/16972/kiivi-karbis--500g/7340011428497"",""1 59 /tk""";
"Puuviljad,""Apelsin võrgus 1 kg"",""https://www.prismamarket.ee/entry/16972/apelsin-vorgus-1-kg/4740608005026"",""1 19 /tk""";
"Puuviljad,""Rainbow avokaado pakitud 800 g"",""https://www.prismamarket.ee/entry/16972/rainbow-avokaado-pakitud-800-g/7340011432371"",""4 99 /tk""";
"Puuviljad,""Õunakrõpsud Golden 40 g"",""https://www.prismamarket.ee/entry/16972/ounakropsud-golden-40-g/5997690711574"",""1 25 /tk""";
"Puuviljad,""Õunakrpsud Jonathan 40 g"",""https://www.prismamarket.ee/entry/16972/ounakrpsud-jonathan-40-g/5997690707874"",""1 25 /tk""";
"Puuviljad,""Pirn Conference pakitud 1 kg"",""https://www.prismamarket.ee/entry/16972/pirn-conference-pakitud-1-kg/6414890440176"",""1 09 /tk""";
"Puuviljad,""PLOOM KOLLANE SUN BREEZE"",""https://www.prismamarket.ee/entry/16972/ploom-kollane-sun-breeze/2060471500001"",""2 59 /kg""";
"Puuviljad,""Ananass Rainbow"",""https://www.prismamarket.ee/entry/16972/ananass-rainbow/2060490100008"",""1 39 /kg""";
"Puuviljad,""Kollane melon"",""https://www.prismamarket.ee/entry/16972/kollane-melon/2060490500006"",""1 09 /kg""";
"Puuviljad,""Avokaado Hass, söögivalmis"",""https://www.prismamarket.ee/entry/16972/avokaado-hass--soogivalmis/2060490600003"",""6 29 /kg""";
"Puuviljad,""Karambola/tähtvili"",""https://www.prismamarket.ee/entry/16972/karambola-tahtvili/2060490700000"",""19 90 /kg""";
"Puuviljad,""Melon Galia"",""https://www.prismamarket.ee/entry/16972/melon-galia/2060491900003"",""2 59 /kg""";
"Puuviljad,""Laim,"",""https://www.prismamarket.ee/entry/16972/laim-/2060493000008"",""2 99 /kg""";
"Puuviljad,""Greip White marsh"",""https://www.prismamarket.ee/entry/16972/greip-white-marsh/2060505200006"",""1 99 /kg""";
"Puuviljad,""Õun Paulared, II klass"",""https://www.prismamarket.ee/entry/16972/oun--paulared--ii-klass/2060514600002"",""0 55 /kg""";
"Puuviljad,""Õun Granny Smith, I klass"",""https://www.prismamarket.ee/entry/16972/oun-granny-smith--i-klass/2060515000009"",""1 99 /kg""";
"Puuviljad,""Õun Royal Gala, I klass"",""https://www.prismamarket.ee/entry/16972/oun-royal-gala---i-klass/2060515100006"",""1 49 /kg""";
"Puuviljad,""Pom´bel õuna-banaani-maasika puuviljamiks, 4x100 g"",""https://www.prismamarket.ee/entry/16972/pom-bel-ouna-banaani-maasika-puuviljamiks--4x100-g/8437010537158"",""2 39 /tk""";
"Puuviljad,""Banaan Chiquita"",""https://www.prismamarket.ee/entry/16972/banaan--chiquita/2060400700007"",""0 86 /kg""";
"Puuviljad,""Pomel"",""https://www.prismamarket.ee/entry/16972/pomel/2060531200001"",""1 69 /kg""";
"Puuviljad,""Punane greip"",""https://www.prismamarket.ee/entry/16972/punane-greip/2060491500005"",""1 59 /kg""";
"Puuviljad,""Füüsal 100 g"",""https://www.prismamarket.ee/entry/16972/fuusal-100-g/8718366803136"",""1 29 /tk""";
"Puuviljad,""Granadill"",""https://www.prismamarket.ee/entry/16972/granadill/2060492300000"",""11 99 /kg""";
"Puuviljad,""Hele viinamari Thompson 2 seemneteta 500 g"",""https://www.prismamarket.ee/entry/16972/hele-viinamari-thompson-2-seemneteta-500-g/6414894500609"",""2 09 /tk""";
"Puuviljad,""Tume viinamari Crimson I klass seem.-ta 500 g"",""https://www.prismamarket.ee/entry/16972/tume-viinamari-crimson-i-klass-seem--ta-500-g/6414894500401"",""2 29 /tk""";
"Puuviljad,""Pirn Xenia I klass"",""https://www.prismamarket.ee/entry/16972/pirn-xenia-i-klass/2060440700005"",""2 49 /kg""";
"Puuviljad,""Mandariin I klass"",""https://www.prismamarket.ee/entry/16972/mandariin-i-klass/2060401500002"",""1 99 /kg""";
"Puuviljad,""Avokaado, mahe 300g"",""https://www.prismamarket.ee/entry/16972/avokaado--mahe-300g/8713037000241"",""5 09 /tk""";
"Puuviljad,""Kiivi mahe 300 g"",""https://www.prismamarket.ee/entry/16972/kiivi-mahe-300-g/8713037001071"",""1 39 /tk""";
"Puuviljad,""Apelsin Valencia, I klass"",""https://www.prismamarket.ee/entry/16972/apelsin-valencia--i-klass/2060402200000"",""1 39 /kg""";
"Puuviljad,""Avokaado roheline Fuertel"",""https://www.prismamarket.ee/entry/16972/avokaado-roheline-fuertel/2060493400006"",""4 99 /kg""";
"Puuviljad,""Kookospähkel"",""https://www.prismamarket.ee/entry/16972/kookospahkel/6405940735090"",""1 39 /tk""";
"Puuviljad,""Pom´bel õuna-aprikoosi puuviljamiks, 4x100 g"",""https://www.prismamarket.ee/entry/16972/pom-bel-ouna-aprikoosi-puuviljamiks--4x100-g/8437010537134"",""2 39 /tk""";
"Puuviljad,""Kiivi, II klass"",""https://www.prismamarket.ee/entry/16972/kiivi---ii-klass/2060492900002"",""2 19 /kg""";
"Puuviljad,""Melon Cantaloupe"",""https://www.prismamarket.ee/entry/16972/melon-cantaloupe/2060493600000"",""2 59 /kg""";
"Puuviljad,""VIINAMARI TUME D.B.HANNAH I KLASS"",""https://www.prismamarket.ee/entry/16972/viinamari-tume-d-b-hannah-i-klass/2060460800006"",""1 79 /kg""";
"Puuviljad,""Pombel õuna-punaste marjade puuviljamiks, 4x100 g"",""https://www.prismamarket.ee/entry/16972/pombel-ouna-punaste-marjade-puuviljamiks--4x100-g/8437010537332"",""2 79 /tk""";
"Puuviljad,""Miniarbuus"",""https://www.prismamarket.ee/entry/16972/miniarbuus/2060494500002"",""1 99 /kg""";
"Puuviljad,""Avokaado söögivalmis, 300 g"",""https://www.prismamarket.ee/entry/16972/avokaado-soogivalmis--300-g/8718366857269"",""2 39 /tk""";
"Puuviljad,""Pirn Conference, I klass"",""https://www.prismamarket.ee/entry/16972/pirn-conference--i-klass/2060442000004"",""0 99 /kg""";
"Puuviljad,""Õun Jonagold, I klass"",""https://www.prismamarket.ee/entry/16972/oun-jonagold--i-klass/2060433700005"",""1 09 /kg""";
"Puuviljad,""Apelsin punane pakitud 1 kg"",""https://www.prismamarket.ee/entry/16972/apelsin-punane-pakitud-1-kg/4740669014500"",""1 99 /tk""";
"Puuviljad,""Datlid taldrikul 200 g"",""https://www.prismamarket.ee/entry/16972/datlid-taldrikul-200-g/4742022670033"",""1 19 /tk""";
"Puuviljad,""Banaan Fair Trade"",""https://www.prismamarket.ee/entry/16972/banaan-fair-trade/2060138400002"",""1 79 /kg""";
"Puuviljad,""Puuviljasalat ananassi, kiivi ja viinamarjaga, 300 g"",""https://www.prismamarket.ee/entry/16972/puuviljasalat--ananassi--kiivi-ja-viinamarjaga--300-g/4742024310036"",""2 99 /tk""";
"Puuviljad,""Puuviljasalat arbuusi, kollase meloni ja cantaloupe meloniga..."",""https://www.prismamarket.ee/entry/16972/puuviljasalat--arbuusi--kollase-meloni-ja-cantaloupe-meloniga--400-g/4742024310074"",""2 99 /tk""";
"Puuviljad,""Viinamari Hele Thompson I klass"",""https://www.prismamarket.ee/entry/16972/viinamari-hele-thompson-i-klass/2060762800001"",""4 19 /kg""";
"Puuviljad,""Õun Golden pakendatud 1 kg"",""https://www.prismamarket.ee/entry/16972/oun-golden-pakendatud-1-kg/4740669020112"",""1 29 /tk""";
